id,college,program,subjects,maxComposite,seats,totalApplicants,r1,r2,r3,r1_UR,r1_OBC,r1_SC,r1_ST,r1_EWS,r1_PwBD,r3_UR,r3_OBC,r3_SC,r3_ST,r3_EWS,r3_PwBD
757,Maharaja Agrasen College,B.A Program (Office Management & Secretarial Practice (OMSP) + Political Science),,,,,616.3883,640.7246,665.061,616.3883,519.752,419.3996,250.491,433.4299,,665.061,,,,467.1961,
758,Maharaja Agrasen College,B.A. (Hons.) Business Economics,,,,,436.456,436.456,,436.456,293.4418,222.1615,214.1373,311.0384,,,391.1827,,,,
759,Maharaja Agrasen College,B.A. (Hons.) English,,,,,677.5552,716.7419,755.9286,677.5552,533.4881,483.0463,438.2593,506.0722,,755.9286,635.8097,,,,
760,Maharaja Agrasen College,B.A. (Hons.) Hindi,,,,,356.3157,356.3157,,356.3157,116.6343,170.752,,,,,170.2136,,276.7648,,
761,Maharaja Agrasen College,B.A. (Hons.) Journalism,,,,,718.6485,704.1425,689.6365,718.6485,577.6672,526.8878,444.9888,602.9682,313.0296,689.6365,632.1455,,388.3127,,
762,Maharaja Agrasen College,B.A. (Hons.) Political Science,,,,,715.9763,715.9763,,715.9763,606.3946,554.1912,509.1756,599.4462,284.8823,,,,,,
763,Maharaja Agrasen College,B.Com (Hons.),,,,,767.6617,788.8997,810.1377,767.6617,622.6639,532.9159,281.5575,664.1757,246.5759,810.1377,,,265.5406,,
764,Maharaja Agrasen College,B.Sc (Hons.) Electronics,,,,,320.6962,315.3374,309.9787,320.6962,231.6273,152.1903,55.7472,256.5559,,309.9787,273.8804,170.1552,,204.1066,
765,Maharaja Agrasen College,B.Sc (Prog.) Mathematical Sciences,,,,,500.2469,500.8243,501.4018,500.2469,357.6764,270.2211,,351.4981,,501.4018,388.0461,212.6396,,291.8553,
766,Maharaja Agrasen College,B.Sc (Prog.) Physical Science with Chemistry,,,,,282.6301,282.6301,,282.6301,224.6573,130.5539,88.012,210.302,,,,85.1502,,176.9823,
767,Maharaja Agrasen College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,334.7714,347.5432,360.315,334.7714,241.9026,156.398,146.5943,246.6156,,360.315,278.3166,156.398,,238.6687,
768,Maitreyi College (W),B.A Program (Computer Applications + Economics),,,,,724.9632,724.9632,,724.9632,496.6913,398.2435,224.8602,475.0725,,,,,483.2856,,
769,Maitreyi College (W),B.A Program (Computer Applications + Mathematics),,,,,648.7006,648.7006,,648.7006,464.2021,382.5101,480.5006,502.8098,,,,,,,
770,Maitreyi College (W),B.A Program (Economics + Mathematics),,,,,749.7483,749.7483,,749.7483,574.765,373.2219,296.2709,598.3493,,,,,,,
771,Maitreyi College (W),B.A Program (English + Economics),,,,,766.3858,766.3858,,766.3858,636.0526,545.7416,559.0033,659.3555,,,,,,,
772,Maitreyi College (W),B.A Program (English + Sociology),,,,,711.1038,711.1038,,711.1038,590.8649,517.2628,543.9312,579.4121,,,,,,,
773,Maitreyi College (W),B.A Program (Hindi + History),,,,,637.6535,637.6535,,637.6535,516.1137,454.3995,381.7824,507.7512,,,,,,,
774,Maitreyi College (W),B.A Program (Hindi + Political Science),,,,,632.1053,632.1053,,632.1053,503.4361,469.4641,361.7188,474.146,,,,,,,
775,Maitreyi College (W),B.A Program (History + Political Science),,,,,745.0146,745.0146,,745.0146,656.8972,567.7039,568.6386,685.0164,,,,,,,
776,Maitreyi College (W),B.A Program (Political Science + Sociology),,,,,725.327,725.327,,725.327,626.9383,544.5174,559.1727,588.5274,,,,,,,
777,Maitreyi College (W),B.A Program (Punjabi + History),,,,,336.045,336.045,,336.045,,,,,,,297.0971,,,,
778,Maitreyi College (W),B.A Program (Punjabi + Political Science),,,,,446.6827,446.6827,,446.6827,341.3057,,,,,,,149.2455,,,
779,Maitreyi College (W),B.A Program (Sanskrit + History),,,,,490.4692,490.4692,,490.4692,288.4454,91.0715,,,,,,,,,
780,Maitreyi College (W),B.A Program (Sanskrit + Political Science),,,,,461.1632,461.1632,,461.1632,265.3628,212.726,,172.4638,,,343.6217,,,,
781,Maitreyi College (W),B.A. (Hons.) Economics,,,,,767.1978,767.1978,,767.1978,535.4201,412.0863,,579.4586,,,,,,,
782,Maitreyi College (W),B.A. (Hons.) English,,,,,747.4855,747.4855,,747.4855,621.1514,569.2865,565.3737,599.6081,451.7691,,,,,,451.7691
783,Maitreyi College (W),B.A. (Hons.) Hindi,,,,,297.6996,297.6996,,297.6996,157.6874,167.0905,,,,,245.6005,,,,
784,Maitreyi College (W),B.A. (Hons.) History,,,,,752.4335,752.4335,,752.4335,659.1724,588.5378,563.8914,677.3934,321.4116,,,,,,
785,Maitreyi College (W),B.A. (Hons.) Political Science,,,,,773.2531,786.351,799.4488,773.2531,695.818,606.6182,580.0109,707.0519,339.4505,799.4488,,,,,483.9809
786,Maitreyi College (W),B.A. (Hons.) Sanskrit,,,,,294.6983,368.253,441.8077,294.6983,152.7935,197.8322,,,,441.8077,,257.4977,,,
787,Maitreyi College (W),B.A. (Hons.) Sociology,,,,,726.5531,726.5531,,726.5531,605.5299,525.7009,555.7178,574.1565,395.0015,,,,,,
788,Maitreyi College (W),B.Com,,,,,787.0529,787.0529,,787.0529,661.5314,553.2018,355.7437,714.3653,,,,,,,
789,Maitreyi College (W),B.Com (Hons.),,,,,823.6444,823.6444,,823.6444,717.665,610.4923,508.2151,744.4142,,,,,,,
790,Maitreyi College (W),B.Sc (Hons.) Botany,,,,,527.309,527.309,,527.309,451.8509,382.3731,333.2729,468.9697,,,,,,,
791,Maitreyi College (W),B.Sc (Hons.) Chemistry,,,,,383.7505,383.7505,,383.7505,311.1395,205.6944,87.813,326.2529,,,,,,,
792,Maitreyi College (W),B.Sc (Hons.) Mathematics,,,,,624.0055,624.0055,,624.0055,473.8061,351.6977,112.2853,478.5379,,,443.793,243.776,,,
793,Maitreyi College (W),B.Sc (Hons.) Physics,,,,,372.959,372.959,,372.959,289.8872,196.8757,63.9625,323.2733,,,,,,,
794,Maitreyi College (W),B.Sc (Hons.) Zoology,,,,,558.6339,558.6339,,558.6339,497.1033,428.4058,389.1949,499.446,,,,,,,
795,Maitreyi College (W),B.Sc (Prog.) Life Science,,,,,513.8353,497.1487,480.4621,513.8353,428.7978,350.1003,299.2653,446.209,,480.4621,456.7287,,,,
796,Maitreyi College (W),B.Sc (Prog.) Physical Science with Chemistry,,,,,293.412,293.412,,293.412,222.1534,124.4398,,238.472,,,,,,96.0209,
797,Maitreyi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,339.7561,339.7561,,339.7561,266.4239,176.0427,,285.2406,,,,,,,
798,Mata Sundri College for Women (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),,,,,593.3476,582.0989,570.8501,593.3476,,,,,,570.8501,,,,,
799,Mata Sundri College for Women (W),B.A Program (Computer Applications + Mathematics),,,,,575.4441,564.5795,553.7149,575.4441,,,,,,553.7149,,,,,
800,Mata Sundri College for Women (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),,,,,639.7262,653.1202,666.5142,639.7262,,,,,,666.5142,,,,,
801,Mata Sundri College for Women (W),B.A Program (Economics + History),,,,,597.9059,582.216,566.5261,597.9059,,,,,444.6976,566.5261,,,,,
802,Mata Sundri College for Women (W),B.A Program (Economics + Mathematics),,,,,613.5265,610.1371,606.7476,613.5265,,,,,,606.7476,,,,,
803,Mata Sundri College for Women (W),B.A Program (Economics + Political Science),,,,,604.7543,586.8948,569.0353,604.7543,,,,,,569.0353,,,,,
804,Mata Sundri College for Women (W),B.A Program (Economics + Psychology),,,,,727.8108,717.4552,707.0996,727.8108,,,,,,707.0996,,,,,
805,Mata Sundri College for Women (W),B.A Program (English + History),,,,,625.0988,625.5787,626.0586,625.0988,,,,,,626.0586,,,,,
806,Mata Sundri College for Women (W),B.A Program (English + Political Science),,,,,658.4909,658.4909,,658.4909,,,,,264.7088,,,,,,
807,Mata Sundri College for Women (W),B.A Program (History + Political Science),,,,,600.4024,579.6041,558.8059,600.4024,,,,,,558.8059,,,,,
808,Mata Sundri College for Women (W),B.A Program (Music + Political Science),,,,,486.3325,496.047,505.7615,486.3325,,,,,,505.7615,,,,,
809,Mata Sundri College for Women (W),B.A Program (Office Management & Secretarial Practice (OMSP) + English),,,,,611.4224,591.9355,572.4486,611.4224,,,,,,572.4486,,,,,
810,Mata Sundri College for Women (W),B.A Program (Philosophy + Political Science),,,,,587.7623,568.42,549.0777,587.7623,,,,,,549.0777,,,,,
811,Mata Sundri College for Women (W),B.A Program (Philosophy + Psychology),,,,,740.318,740.318,,740.318,,,,,356.0895,,,,,,
812,Mata Sundri College for Women (W),B.A Program (Punjabi + Political Science),,,,,221.648,255.7151,289.7821,221.648,,,,,,289.7821,,,,,
813,Mata Sundri College for Women (W),B.A. (Hons.) English,,,,,658.4054,682.8092,707.2129,658.4054,,,,,366.0196,707.2129,,,,,
814,Mata Sundri College for Women (W),B.A. (Hons.) Hindi,,,,,65.3899,107.936,150.4822,65.3899,,,,,,150.4822,,,,,
815,Mata Sundri College for Women (W),B.A. (Hons.) History,,,,,619.3411,581.3857,543.4303,619.3411,,,,,,543.4303,,,,,
816,Mata Sundri College for Women (W),B.A. (Hons.) Philosophy,,,,,570.4856,551.0341,531.5826,570.4856,,,,,,531.5826,,,,,
817,Mata Sundri College for Women (W),B.A. (Hons.) Political Science,,,,,651.125,614.6084,578.0918,651.125,,,,,,578.0918,,,,,
818,Mata Sundri College for Women (W),B.A. (Hons.) Psychology,,,,,770.6324,770.6324,,770.6324,,,,,507.6042,,,,,,423.8833
819,Mata Sundri College for Women (W),B.A. (Hons.) Punjabi,,,,,391.2142,387.8354,384.4566,391.2142,,,,,,384.4566,,,,,
820,Mata Sundri College for Women (W),B.A. (Hons.) Sanskrit,,,,,204.9171,224.9498,244.9826,204.9171,,,,,,244.9826,,,,,
821,Mata Sundri College for Women (W),B.Com,,,,,670.8666,692.4716,714.0766,670.8666,,,,,,714.0766,,,,,
822,Mata Sundri College for Women (W),B.Com (Hons.),,,,,708.1583,721.4178,734.6772,708.1583,,,,,,734.6772,,,,,
823,Mata Sundri College for Women (W),B.Sc (Hons.) Computer Science,,,,,574.0606,549.4455,524.8304,574.0606,,,,,,524.8304,,,,,
824,Mata Sundri College for Women (W),B.Sc (Hons.) Mathematics,,,,,488.6641,462.4809,436.2976,488.6641,,,,,,436.2976,,,,,
825,Mata Sundri College for Women (W),B.Sc (Hons.) Statistics,,,,,630.54,594.0461,557.5523,630.54,,,,,,557.5523,,,,,
826,Mata Sundri College for Women (W),Bachelor of Elementary Education (B.El.Ed.),,,,,622.1473,605.0589,587.9704,622.1473,,,,,226.6332,587.9704,,,,,
827,Miranda House (W),B.A Program (Bengali + Geography),,,,,585.783,585.783,,585.783,,,,,,,,,,,
828,Miranda House (W),B.A Program (Bengali + Political Science),,,,,587.35,587.35,,587.35,337.1872,,,,,,,,,,
829,Miranda House (W),B.A Program (Economics + Geography),,,,,845.5313,845.5313,,845.5313,810.5763,809.9537,673.3624,727.5281,,,,,,,
830,Miranda House (W),B.A Program (Economics + History),,,,,861.0645,861.0645,,861.0645,789.5972,752.1374,683.5792,787.0083,,,,,,,
831,Miranda House (W),B.A Program (Economics + Mathematics),,,,,855.9451,855.9451,,855.9451,683.6677,582.5125,570.0554,747.689,261.2174,,,,,,
832,Miranda House (W),B.A Program (Economics + Political Science),,,,,885.5354,885.5354,,885.5354,809.118,777.7647,668.452,807.9039,566.4461,,,,,,
833,Miranda House (W),B.A Program (English + Economics),,,,,869.1902,850.1807,831.1712,869.1902,773.0482,707.0744,,838.5306,,831.1712,,,,,
834,Miranda House (W),B.A Program (English + History),,,,,855.0829,855.0829,,855.0829,768.0608,783.0765,,725.4023,,,,,,,
835,Miranda House (W),B.A Program (English + Philosophy),,,,,812.7263,812.7263,,812.7263,772.4693,672.3976,,,,,,,,,
836,Miranda House (W),B.A Program (English + Political Science),,,,,883.9187,883.9187,,883.9187,778.6865,723.7838,,805.0365,,,,,,,
837,Miranda House (W),B.A Program (Geography + English),,,,,841.1065,841.1065,,841.1065,780.7318,,,,,,,,,,
838,Miranda House (W),B.A Program (Geography + History),,,,,851.9309,851.9309,,851.9309,814.0251,751.7708,731.901,799.9501,,,,,,,
839,Miranda House (W),B.A Program (Geography + Mathematics),,,,,794.1891,794.1891,,794.1891,661.2631,,,,,,,,,,
840,Miranda House (W),B.A Program (Geography + Political Science),,,,,907.935,907.935,,907.935,839.7823,787.984,799.2279,814.6461,341.556,,,,,,
841,Miranda House (W),B.A Program (Geography + Sociology),,,,,839.8736,839.8736,,839.8736,794.9899,717.5576,,762.5165,,,,,,609.4817,
842,Miranda House (W),B.A Program (Hindi + History),,,,,807.0482,807.0482,,807.0482,706.9155,703.479,,718.6853,,,,,,,
843,Miranda House (W),B.A Program (Hindi + Political Science),,,,,849.6133,849.6133,,849.6133,734.4263,710.526,,724.376,,,,,,,
844,Miranda House (W),B.A Program (History + Philosophy),,,,,830.2482,830.2482,,830.2482,763.726,664.6303,,819.618,,,,,,,
845,Miranda House (W),B.A Program (History + Physical Education),,,,,768.5469,768.5469,,768.5469,698.7218,659.0835,560.655,667.1942,,,,,,,
846,Miranda House (W),B.A Program (History + Political Science),,,,,891.7178,891.7178,,891.7178,832.0572,815.8057,751.8291,825.4809,723.2889,,,,,,
847,Miranda House (W),B.A Program (History + Sociology),,,,,839.9481,839.9481,,839.9481,806.2752,727.5739,,733.4081,,,,,,,
848,Miranda House (W),B.A Program (Philosophy + Political Science),,,,,856.6182,856.6182,,856.6182,799.0815,675.6948,699.2925,732.5908,297.8065,,,,,,
849,Miranda House (W),B.A Program (Physical Education + Political Science),,,,,790.9846,769.1408,747.2969,790.9846,732.0408,661.1935,728.8645,678.1385,,747.2969,,,,,
850,Miranda House (W),B.A Program (Political Science + Sociology),,,,,880.2454,880.2454,,880.2454,840.9261,733.5412,,797.8831,,,,,,,
851,Miranda House (W),B.A Program (Punjabi + History),,,,,706.6911,706.6911,,706.6911,564.9651,618.0191,,401.2813,,,,,,,
852,Miranda House (W),B.A Program (Sanskrit + Geography),,,,,690.0385,690.0385,,690.0385,623.6965,,,,,,,,,,
853,Miranda House (W),B.A Program (Sanskrit + History),,,,,729.4044,729.4044,,729.4044,559.1566,,,,,,,,,,
854,Miranda House (W),B.A Program (Sanskrit + Political Science),,,,,759.6677,759.6677,,759.6677,579.04,424.5195,277.73,602.0478,,,,,,,
855,Miranda House (W),B.A Program (Tamil + Political Science),,,,,665.843,665.843,,665.843,537.8416,485.8402,,,,,,,,,
856,Miranda House (W),B.A. (Hons.) Bengali,,,,,432.8688,432.8688,,432.8688,297.7824,250.6816,,258.6602,,,322.5239,,,,
857,Miranda House (W),B.A. (Hons.) Economics,,,,,850.3075,850.3075,,850.3075,701.842,615.8663,467.2381,734.8932,,,,,,687.9163,
858,Miranda House (W),B.A. (Hons.) English,,,,,863.025,863.025,,863.025,765.6633,718.4189,681.5788,781.1165,447.3165,,,,,817.4464,
859,Miranda House (W),B.A. (Hons.) Geography,,,,,889.0622,889.0622,,889.0622,839.5556,770.8906,776.0993,845.136,422.9429,,,592.6752,,,
860,Miranda House (W),B.A. (Hons.) Hindi,,,,,601.9995,601.9995,,601.9995,463.6138,399.0133,166.115,400.4698,203.3089,,,,166.115,,
861,Miranda House (W),B.A. (Hons.) History,,,,,894.636,894.636,,894.636,849.2887,780.1007,796.6526,839.1443,692.1138,,,638.8744,,,
862,Miranda House (W),B.A. (Hons.) Philosophy,,,,,798.1591,798.1591,,798.1591,687.8294,602.2882,579.084,687.2118,,,,,,,459.1504
863,Miranda House (W),B.A. (Hons.) Political Science,,,,,925.9798,925.9798,,925.9798,889.1425,838.2605,838.0721,878.3144,786.2422,,,,,,
864,Miranda House (W),B.A. (Hons.) Sanskrit,,,,,259.6525,259.6525,,259.6525,196.0928,173.663,,369.7721,,,381.5337,,,203.8333,
865,Miranda House (W),B.A. (Hons.) Sociology,,,,,841.5004,859.9123,878.3242,841.5004,772.2366,666.6372,682.2406,747.6105,423.7316,878.3242,,,,,
866,Miranda House (W),B.Sc (Hons.) Botany,,,,,634.1644,634.1644,,634.1644,587.0938,508.2206,492.0611,595.4846,222.6936,,,,,,
867,Miranda House (W),B.Sc (Hons.) Chemistry,,,,,495.3115,495.3115,,495.3115,421.6024,315.021,185.4234,447.2007,,,,,,,
868,Miranda House (W),B.Sc (Hons.) Mathematics,,,,,758.1397,735.2764,712.4132,758.1397,619.3055,507.8695,484.1802,623.2494,201.461,712.4132,611.4168,,,,
869,Miranda House (W),B.Sc (Hons.) Physics,,,,,503.6651,593.9557,684.2464,503.6651,407.0818,284.1409,176.4536,419.6119,154.8742,684.2464,,,,,
870,Miranda House (W),B.Sc (Hons.) Zoology,,,,,660.6505,660.6505,,660.6505,617.2387,556.2598,492.1294,611.9339,347.0432,,,,,,
871,Miranda House (W),B.Sc (Prog.) Life Science,,,,,639.7115,610.5811,581.4506,639.7115,586.6482,526.1096,466.617,594.9923,472.9436,581.4506,524.5072,,,,
872,Miranda House (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,451.3775,424.0282,396.6789,451.3775,370.4005,275.7633,177.2526,421.6136,220.3177,396.6789,,,,,
873,Miranda House (W),Bachelor of Elementary Education (B.El.Ed.),,,,,738.2829,738.2829,,738.2829,624.9173,637.7238,483.7606,613.3254,591.0897,,,,,,
874,Motilal Nehru College,B.A Program (Economics + History),,,,,675.2856,675.2856,,675.2856,544.9962,481.5242,450.4681,528.9059,119.5372,,,,,,408.9698
875,Motilal Nehru College,B.A Program (Economics + Mathematics),,,,,708.2394,708.2394,,708.2394,475.2184,309.3104,219.78,569.1224,,,,,,,
876,Motilal Nehru College,B.A Program (Economics + Political Science),,,,,697.3358,697.3358,,697.3358,575.6022,483.9246,493.8628,588.0926,,,,,,,340.5003
877,Motilal Nehru College,B.A Program (English + Economics),,,,,741.7882,741.7882,,741.7882,596.6933,516.472,511.3648,629.7302,,,,,,,
878,Motilal Nehru College,B.A Program (English + History),,,,,687.3884,720.81,754.2315,687.3884,581.3136,536.3073,483.2193,564.773,,754.2315,,,,,
879,Motilal Nehru College,B.A Program (English + Mathematics),,,,,675.5966,675.5966,,675.5966,495.9831,358.8414,340.4173,487.5453,,,,,,,
880,Motilal Nehru College,B.A Program (English + Political Science),,,,,710.8884,710.8884,,710.8884,619.5534,606.5085,562.0866,560.0819,233.5883,,658.9928,,,,
881,Motilal Nehru College,B.A Program (Hindi + History),,,,,587.229,587.229,,587.229,497.4785,428.5369,272.5347,439.7599,,,,,,,
882,Motilal Nehru College,B.A Program (Hindi + Political Science),,,,,606.5293,606.5293,,606.5293,513.4451,441.9812,312.7211,451.8516,225.5033,,,,,246.9401,
883,Motilal Nehru College,B.A Program (History + Political Science),,,,,678.3111,678.3111,,678.3111,576.4219,487.6171,520.973,543.3079,182.9848,,,,,,729.5965
884,Motilal Nehru College,B.A Program (Sanskrit + History),,,,,394.0663,394.0663,,394.0663,145.9232,134.4005,,,,,240.9941,,,,
885,Motilal Nehru College,B.A Program (Sanskrit + Political Science),,,,,446.2589,446.2589,,446.2589,244.9661,208.9459,,270.5215,,,355.055,219.3138,,377.0155,
886,Motilal Nehru College,B.A. (Hons.) Economics,,,,,755.7216,755.7216,,755.7216,544.6521,455.5373,155.354,567.0058,,,,,,,
887,Motilal Nehru College,B.A. (Hons.) English,,,,,710.365,710.365,,710.365,602.6987,547.627,517.3425,544.62,234.084,,,,,,
888,Motilal Nehru College,B.A. (Hons.) Hindi,,,,,358.6353,358.6353,,358.6353,288.1773,272.7583,,276.4983,,,118.7671,,,405.326,
889,Motilal Nehru College,B.A. (Hons.) History,,,,,743.2057,743.2057,,743.2057,635.5552,569.6638,517.5552,603.1718,174.0422,,,,,,
890,Motilal Nehru College,B.A. (Hons.) Political Science,,,,,767.2351,767.2351,,767.2351,704.1472,637.8647,621.1307,680.2983,304.7433,,,,,,
891,Motilal Nehru College,B.A. (Hons.) Sanskrit,,,,,340.7966,410.7052,480.6137,340.7966,221.384,163.2758,,159.2618,,480.6137,159.2317,224.8447,,,
892,Motilal Nehru College,B.Com,,,,,778.8529,778.8529,,778.8529,660.3047,547.6436,387.5547,703.8774,606.0299,,,,396.466,,
893,Motilal Nehru College,B.Com (Hons.),,,,,803.5607,803.5607,,803.5607,702.7728,607.9001,462.4006,739.2853,,,,,,,443.3733
894,Motilal Nehru College,B.Sc (Hons.) Chemistry,,,,,374.5099,383.1873,391.8646,374.5099,316.367,229.3072,28.6136,312.0978,,391.8646,288.5252,,,,
895,Motilal Nehru College,B.Sc (Hons.) Mathematics,,,,,569.8105,592.9628,616.1151,569.8105,450.7637,346.0615,114.6487,447.4253,,616.1151,,,,,
896,Motilal Nehru College,B.Sc (Hons.) Physics,,,,,370.839,370.839,,370.839,305.9529,209.0015,155.536,285.1365,,,277.3934,,,,
897,Motilal Nehru College,B.Sc (Prog.) Physical Science with Chemistry,,,,,273.6938,260.3194,246.945,273.6938,215.4503,121.5671,,198.9843,,246.945,,110.3498,,,
898,Motilal Nehru College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,333.8697,333.8697,,333.8697,259.1055,179.6915,97.6025,245.4368,,,,,,,
899,Motilal Nehru College (Evening),B.A Program (Economics + History),,,,,573.026,573.026,,573.026,434.817,380.0883,377.3622,442.3297,,,,,293.8173,,
900,Motilal Nehru College (Evening),B.A Program (Economics + Mathematics),,,,,608.1946,608.1946,,608.1946,389.9734,223.9699,,333.5561,,,,222.8441,,,
901,Motilal Nehru College (Evening),B.A Program (Economics + Political Science),,,,,569.2042,569.2042,,569.2042,399.166,343.6275,256.8105,346.2562,,,,,,418.0043,
902,Motilal Nehru College (Evening),B.A Program (English + Economics),,,,,623.9413,623.9413,,623.9413,442.1439,348.8512,286.9677,446.9241,,,584.9448,,190.8811,,
903,Motilal Nehru College (Evening),B.A Program (English + History),,,,,574.7847,574.7847,,574.7847,448.5765,397.3694,404.2261,341.4839,,,583.6036,,,115.9029,
904,Motilal Nehru College (Evening),B.A Program (English + Mathematics),,,,,573.8389,573.8389,,573.8389,418.7337,307.8189,216.4524,386.5057,,,459.4466,259.3204,,487.0865,
905,Motilal Nehru College (Evening),B.A Program (English + Political Science),,,,,560.6288,599.5096,638.3904,560.6288,409.7936,373.2464,363.2105,334.0757,,638.3904,,,,279.992,
906,Motilal Nehru College (Evening),B.A Program (Hindi + History),,,,,520.0105,520.0105,,520.0105,388.3604,377.0274,163.5823,323.9702,,,,,,483.7148,
907,Motilal Nehru College (Evening),B.A Program (Hindi + Physical Education),,,,,519.5979,519.5979,,519.5979,399.4593,378.9823,245.314,257.6304,310.3328,,,,,266.3546,
908,Motilal Nehru College (Evening),B.A Program (Hindi + Political Science),,,,,521.268,521.268,,521.268,385.4548,365.3344,514.3221,313.0985,,,,,,,
909,Motilal Nehru College (Evening),B.A Program (History + Political Science),,,,,546.5435,546.5435,,546.5435,400.5753,354.9534,328.4204,307.9213,231.1719,,,,231.3539,289.8944,
910,Motilal Nehru College (Evening),B.A Program (Physical Education + Political Science),,,,,561.8691,561.8691,,561.8691,423.4512,428.8464,,350.5597,,,,,,,
911,Motilal Nehru College (Evening),B.A Program (Sanskrit + History),,,,,282.867,384.1702,485.4733,282.867,113.026,,,,,485.4733,,,,,
912,Motilal Nehru College (Evening),B.A Program (Sanskrit + Political Science),,,,,294.4737,383.0913,471.7088,294.4737,155.414,185.7009,,,,471.7088,,,,,
913,Motilal Nehru College (Evening),B.A. (Hons.) English,,,,,608.1221,608.1221,,608.1221,459.4039,425.5316,406.3504,429.2086,,,,,,610.6085,
914,Motilal Nehru College (Evening),B.A. (Hons.) Hindi,,,,,295.3951,295.3951,,295.3951,151.0974,114.7384,183.142,,,,136.1213,,,,
915,Motilal Nehru College (Evening),B.A. (Hons.) History,,,,,570.6828,570.6828,,570.6828,433.3477,394.0036,341.0173,348.4558,,,,,450.2838,367.2522,
916,Motilal Nehru College (Evening),B.A. (Hons.) Political Science,,,,,611.6361,611.6361,,611.6361,490.4792,440.6922,445.9012,386.4075,302.7135,,,,,,
917,Motilal Nehru College (Evening),B.Com,,,,,686.6348,686.6348,,686.6348,534.1292,434.9295,174.651,564.8345,,,,,,,
918,Motilal Nehru College (Evening),B.Com (Hons.),,,,,717.2619,717.2619,,717.2619,577.1004,474.2477,102.9894,625.5352,,,,,415.7534,,
919,P.G.D.A.V. College,B.A Program (Accounting and Finance + Economics),,,,,734.2878,734.2878,,734.2878,606.7895,591.5332,566.3856,567.9973,208.2567,,,,,,
920,P.G.D.A.V. College,B.A Program (Computer Applications + Economics),,,,,666.8253,666.8253,,666.8253,506.7161,410.9515,,472.996,,,,,,,
921,P.G.D.A.V. College,B.A Program (Computer Applications + Mathematics),,,,,630.8587,643.5169,656.1751,630.8587,516.8415,405.3819,,481.5655,,656.1751,,,,,
922,P.G.D.A.V. College,B.A Program (Economics + Entrepreneurship and Small Business (ESB)),,,,,683.3736,683.3736,,683.3736,531.7665,541.8134,412.52,567.0804,,,,,,,334.6266
923,P.G.D.A.V. College,B.A Program (Economics + Mathematics),,,,,658.7359,658.7359,,658.7359,452.1944,286.3905,,439.7211,,,,,,,
924,P.G.D.A.V. College,B.A Program (Economics + Political Science),,,,,649.3367,649.3367,,649.3367,499.6799,442.0919,406.483,415.8747,,,,,146.7939,,
925,P.G.D.A.V. College,B.A Program (English + History),,,,,634.7905,634.7905,,634.7905,513.355,516.8691,470.5471,454.7117,,,,,,,
926,P.G.D.A.V. College,B.A Program (English + Political Science),,,,,645.5576,645.5576,,645.5576,529.432,513.9791,488.7915,541.2821,153.8024,,,,,,
927,P.G.D.A.V. College,B.A Program (Hindi + History),,,,,571.6215,571.6215,,571.6215,443.8168,407.5709,235.9989,399.8263,,,,,,,
928,P.G.D.A.V. College,B.A Program (Hindi + Political Science),,,,,575.6821,575.6821,,575.6821,430.9242,431.4236,298.5208,359.7976,299.834,,,,,,
929,P.G.D.A.V. College,B.A Program (History + Political Science),,,,,609.3236,609.3236,,609.3236,469.0588,441.8222,407.3639,414.755,159.2042,,600.6173,,,154.1192,228.9544
930,P.G.D.A.V. College,B.A Program (Physical Education + Political Science),,,,,618.7622,618.7622,,618.7622,493.7235,472.2933,465.8769,493.5126,191.8747,,,,,,
931,P.G.D.A.V. College,B.A Program (Sanskrit + History),,,,,434.966,434.966,,434.966,100.9021,151.9431,,,,,,,,,
932,P.G.D.A.V. College,B.A Program (Sanskrit + Political Science),,,,,327.8788,327.8788,,327.8788,257.6064,259.8103,,,,,421.7767,,,,
933,P.G.D.A.V. College,B.A. (Hons.) Economics,,,,,710.2343,729.869,749.5036,710.2343,447.4275,337.4542,,458.3165,,749.5036,,,,,
934,P.G.D.A.V. College,B.A. (Hons.) English,,,,,646.679,662.5269,678.3748,646.679,482.7097,453.5089,422.4806,457.7251,278.4578,678.3748,,,354.6562,,
935,P.G.D.A.V. College,B.A. (Hons.) Hindi,,,,,295.4819,295.4819,,295.4819,87.0203,102.4173,,248.7981,261.4782,,169.5617,139.3219,,248.7981,
936,P.G.D.A.V. College,B.A. (Hons.) History,,,,,636.3372,636.3372,,636.3372,503.8675,454.2999,442.9155,454.9117,310.17,,,,,331.668,
937,P.G.D.A.V. College,B.A. (Hons.) Political Science,,,,,675.8386,675.8386,,675.8386,580.6595,512.2613,493.3627,508.3047,248.2978,,,570.0682,,376.0523,
938,P.G.D.A.V. College,B.A. (Hons.) Sanskrit,,,,,368.5883,418.3569,468.1254,368.5883,201.7037,288.3764,,177.7341,,468.1254,144.7978,344.9597,,,
939,P.G.D.A.V. College,B.Com,,,,,713.7304,713.7304,,713.7304,554.3628,468.7877,195.183,593.1945,,,,,345.5889,,
