id,college,program,subjects,maxComposite,seats,totalApplicants,r1,r2,r3,r1_UR,r1_OBC,r1_SC,r1_ST,r1_EWS,r1_PwBD,r3_UR,r3_OBC,r3_SC,r3_ST,r3_EWS,r3_PwBD
501,Institute of Home Economics (W),B.Sc (Hons.) Microbiology,,,,,548.277,514.8474,481.4179,548.277,468.9273,376.5588,327.7394,454.116,204.9438,481.4179,462.0817,,403.4708,,
502,Institute of Home Economics (W),B.Sc (Pass) Home Science,,,,,523.7837,522.3645,520.9452,523.7837,386.0503,320.0022,181.4848,279.8965,,520.9452,292.0668,273.553,268.6333,225.6687,
503,Institute of Home Economics (W),Bachelor of Elementary Education (B.El.Ed.),,,,,618.183,629.4687,640.7544,618.183,515.1102,507.9847,357.7817,468.8374,,640.7544,,,,,
504,Janki Devi Memorial College (W),B.A Program (Economics + HDFE),,,,,642.5456,642.5456,,642.5456,383.7013,334.2217,197.7705,394.354,,,,484.2042,,,
505,Janki Devi Memorial College (W),B.A Program (Economics + History),,,,,611.0193,611.0193,,611.0193,459.7369,422.9604,475.5756,358.7847,,,,,301.235,,
506,Janki Devi Memorial College (W),B.A Program (Economics + Mathematics),,,,,638.729,638.729,,638.729,385.7357,213.8426,,343.6975,,,356.7899,,,,
507,Janki Devi Memorial College (W),B.A Program (Economics + Music),,,,,609.7729,609.7729,,609.7729,434.3494,361.739,173.4297,330.4863,,,425.575,,,,
508,Janki Devi Memorial College (W),B.A Program (Economics + Philosophy),,,,,621.792,621.792,,621.792,430.2459,345.3277,170.4504,407.6089,,,,,,,
509,Janki Devi Memorial College (W),B.A Program (Economics + Political Science),,,,,644.8257,644.8257,,644.8257,531.9345,434.7762,339.7653,410.0665,,,,,,,
510,Janki Devi Memorial College (W),B.A Program (English + Economics),,,,,669.7934,669.7934,,669.7934,496.883,472.5656,362.5239,491.4037,,,,,,,
511,Janki Devi Memorial College (W),B.A Program (English + History),,,,,641.7563,641.7563,,641.7563,495.962,518.867,483.8412,457.0968,,,,,252.1636,,
512,Janki Devi Memorial College (W),B.A Program (English + Mathematics),,,,,608.0785,608.0785,,608.0785,447.8095,354.958,,370.1292,,,,,,,
513,Janki Devi Memorial College (W),B.A Program (English + Philosophy),,,,,659.9053,659.9053,,659.9053,506.0015,428.1984,470.4602,442.8215,,,,,,,
514,Janki Devi Memorial College (W),B.A Program (Hindi + History),,,,,524.5093,524.5093,,524.5093,384.312,385.6456,,244.1286,,,,,,,
515,Janki Devi Memorial College (W),B.A Program (Hindi + Music),,,,,482.659,482.659,,482.659,378.8106,381.0956,451.4533,213.2825,,,324.2949,,,,
516,Janki Devi Memorial College (W),B.A Program (Hindi + Political Science),,,,,551.4081,551.4081,,551.4081,421.0558,383.5644,236.1144,310.5277,,,,,,,
517,Janki Devi Memorial College (W),B.A Program (History + Music),,,,,524.3718,524.3718,,524.3718,383.7424,247.0356,,342.1774,,,383.7424,,,,
518,Janki Devi Memorial College (W),B.A Program (History + Philosophy),,,,,586.8923,586.8923,,586.8923,432.4277,394.3263,205.8325,420.4493,,,485.7188,,,,
519,Janki Devi Memorial College (W),B.A Program (History + Political Science),,,,,600.8141,600.8141,,600.8141,450.4168,408.908,434.5059,328.1421,,,,,,364.8521,
520,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Philosophy),,,,,575.4363,575.4363,,575.4363,414.2355,332.5653,146.8991,335.7402,,,597.4171,,,,
521,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),,,,,555.0105,555.0105,,555.0105,371.7789,278.0945,227.7564,324.0158,,,476.7133,401.1647,,,
522,Janki Devi Memorial College (W),B.A Program (Music + Philosophy),,,,,600.5783,600.5783,,600.5783,438.9951,315.8493,278.1378,,,,390.1029,,,,
523,Janki Devi Memorial College (W),B.A Program (Music + Political Science),,,,,566.4359,566.4359,,566.4359,330.0303,364.7137,,,,,227.0536,238.199,86.1364,,
524,Janki Devi Memorial College (W),B.A Program (Philosophy + Political Science),,,,,589.9363,589.9363,,589.9363,419.5267,385.8347,86.1364,325.7463,,,522.2958,,,,
525,Janki Devi Memorial College (W),B.A Program (Sanskrit + HDFE),,,,,339.4689,361.3331,383.1973,339.4689,,,,,,383.1973,,,,,
526,Janki Devi Memorial College (W),B.A Program (Sanskrit + History),,,,,223.1532,223.1532,,223.1532,167.8197,147.0667,,,,,,,,,
527,Janki Devi Memorial College (W),B.A Program (Sanskrit + Music),,,,,,316.2299,316.2299,,,,,,,316.2299,,,,,
528,Janki Devi Memorial College (W),B.A Program (Sanskrit + Philosophy),,,,,358.7715,386.1569,413.5423,358.7715,,,,,,413.5423,,,,,
529,Janki Devi Memorial College (W),B.A Program (Sanskrit + Political Science),,,,,406.7387,406.7387,,406.7387,,,,,,,,,,,
530,Janki Devi Memorial College (W),B.A. (Hons.) Economics,,,,,671.8336,696.5206,721.2076,671.8336,363.3999,275.8765,,372.2259,,721.2076,,307.814,,,
531,Janki Devi Memorial College (W),B.A. (Hons.) English,,,,,653.0459,653.0459,,653.0459,483.7964,477.2611,421.5613,469.8041,273.0842,,633.113,,241.3157,460.8505,
532,Janki Devi Memorial College (W),B.A. (Hons.) Hindi,,,,,241.1632,285.2035,329.2438,241.1632,161.3903,74.2507,,,,329.2438,275.62,318.3852,,,
533,Janki Devi Memorial College (W),B.A. (Hons.) History,,,,,627.8019,627.8019,,627.8019,451.82,411.84,348.3815,334.2128,421.643,,637.9485,,,,
534,Janki Devi Memorial College (W),B.A. (Hons.) Philosophy,,,,,585.1902,585.1902,,585.1902,404.5231,348.1676,272.2929,372.4097,,,450.5447,447.0621,,470.2343,
535,Janki Devi Memorial College (W),B.A. (Hons.) Political Science,,,,,663.7897,672.0844,680.379,663.7897,546.5888,471.4549,396.7418,393.3875,,680.379,,,320.1961,347.5371,
536,Janki Devi Memorial College (W),B.A. (Hons.) Sanskrit,,,,,270.2076,308.3811,346.5545,270.2076,,,,,,346.5545,,,,,
537,Janki Devi Memorial College (W),B.A. (Hons.) Sociology,,,,,628.4569,628.4569,,628.4569,455.3392,435.4353,446.1445,325.8604,,,543.3709,390.689,346.5707,389.9392,
538,Janki Devi Memorial College (W),B.Com,,,,,696.106,696.106,,696.106,519.2539,412.5451,108.2092,558.2883,,,,,,,
539,Janki Devi Memorial College (W),B.Com (Hons.),,,,,735.1518,735.1518,,735.1518,561.665,469.8721,212.1942,593.7006,,,,,,,
540,Janki Devi Memorial College (W),B.Sc (Hons.) Mathematics,,,,,489.535,489.535,,489.535,351.1974,240.055,119.9781,358.1897,,,279.6312,46.2737,,212.4073,
541,Jesus & Mary College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",,,,,760.4925,760.4925,,760.4925,,,,,634.6192,,,,,,634.6192
542,Jesus & Mary College (W),B.A Program (Computer Applications + Economics),,,,,743.1449,743.1449,,743.1449,,,,,,,,,,,
543,Jesus & Mary College (W),B.A Program (Computer Applications + Mathematics),,,,,672.7991,672.7991,,672.7991,,,,,,,,,,,
544,Jesus & Mary College (W),B.A Program (Economics + Human Resource Management (HRM)),,,,,780.7972,769.9396,759.0819,780.7972,,,,,,759.0819,,,,,
545,Jesus & Mary College (W),B.A Program (Economics + Mathematics),,,,,778.6876,778.6876,,778.6876,,,,,,,,,,,
546,Jesus & Mary College (W),B.A Program (English + French),,,,,626.732,626.732,,626.732,,,,,,,,,,,
547,Jesus & Mary College (W),B.A Program (English + History),,,,,740.9459,740.9459,,740.9459,,,,,,,,,,,
548,Jesus & Mary College (W),B.A Program (English + Philosophy),,,,,720.6104,720.6104,,720.6104,,,,,,,,,,,
549,Jesus & Mary College (W),B.A Program (English + Sociology),,,,,721.9812,721.9812,,721.9812,,,,,474.4824,,,,,,
550,Jesus & Mary College (W),B.A Program (French + Philosophy),,,,,511.7053,511.7053,,511.7053,,,,,,,,,,,
551,Jesus & Mary College (W),B.A Program (History + Political Science),,,,,770.3288,770.3288,,770.3288,,,,,677.0389,,,,,,
552,Jesus & Mary College (W),B.A Program (Human Resource Management (HRM) + Psychology),,,,,822.2188,822.2188,,822.2188,,,,,390.4815,,,,,,
553,Jesus & Mary College (W),B.A Program (Philosophy + Psychology),,,,,802.4319,802.4319,,802.4319,,,,,,,,,,,
554,Jesus & Mary College (W),B.A Program (Political Science + Sociology),,,,,755.8054,755.8054,,755.8054,,,,,376.5886,,,,,,376.5886
555,Jesus & Mary College (W),B.A Program (Psychology + Sociology),,,,,838.9097,838.9097,,838.9097,,,,,463.4623,,,,,,
556,Jesus & Mary College (W),"B.A Program (Spanish + Advertising, Sales Promotion and Sales Management (ASPSM))",,,,,490.9582,490.9582,,490.9582,,,,,,,,,,,
557,Jesus & Mary College (W),B.A Program (Spanish + History),,,,,496.4035,496.4035,,496.4035,,,,,,,,,,,
558,Jesus & Mary College (W),B.A. (Hons.) Economics,,,,,819.7963,819.7963,,819.7963,,,,,610.737,,,,,,
559,Jesus & Mary College (W),B.A. (Hons.) English,,,,,768.0632,768.0632,,768.0632,,,,,462.6874,,,,,,
560,Jesus & Mary College (W),B.A. (Hons.) Hindi,,,,,346.8613,346.8613,,346.8613,,,,,,,,,,,
561,Jesus & Mary College (W),B.A. (Hons.) History,,,,,776.3297,793.1529,809.9762,776.3297,,,,,315.2068,809.9762,,,,,
562,Jesus & Mary College (W),B.A. (Hons.) Political Science,,,,,835.8885,835.8885,,835.8885,,,,,555.7927,,,,,,
563,Jesus & Mary College (W),B.A. (Hons.) Psychology,,,,,898.8038,898.8038,,898.8038,,,,,619.5571,,,,,,
564,Jesus & Mary College (W),B.A. (Hons.) Sociology,,,,,764.1235,764.1235,,764.1235,,,,,,,,,,,
565,Jesus & Mary College (W),B.Com,,,,,828.213,828.213,,828.213,,,,,,,,,,,
566,Jesus & Mary College (W),B.Com (Hons.),,,,,848.5634,848.5634,,848.5634,,,,,283.384,,,,,,
567,Jesus & Mary College (W),B.Sc (Hons.) Mathematics,,,,,661.8419,661.8419,,661.8419,,,,,,,,,,,
568,Jesus & Mary College (W),B.Voc Health Care Management,,,,,653.9415,681.046,708.1505,653.9415,,,,,,708.1505,,,,,
569,Jesus & Mary College (W),B.Voc Retail Management and IT,,,,,662.4605,662.4605,,662.4605,,,,,,,,,,,
570,Jesus & Mary College (W),Bachelor of Elementary Education (B.El.Ed.),,,,,673.7877,673.7877,,673.7877,,,,,489.2927,,,,,,
571,Kalindi College (W),B.A Program (Buddhist Studies + History),,,,,606.0257,606.0257,,606.0257,429.5498,477.9283,,342.7972,,,,,,,
572,Kalindi College (W),B.A Program (Buddhist Studies + Music),,,,,567.2799,544.9028,522.5257,567.2799,388.4508,396.9235,,,,522.5257,,421.8979,,,
573,Kalindi College (W),B.A Program (Buddhist Studies + Political Science),,,,,571.8641,571.8641,,571.8641,446.9949,359.9571,364.0806,307.7312,,,386.4174,,,,
574,Kalindi College (W),B.A Program (Computer Applications + Economics),,,,,642.4065,662.7785,683.1505,642.4065,431.0222,286.8814,,435.6441,,683.1505,,264.4378,,,
575,Kalindi College (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),,,,,590.1429,590.1429,,590.1429,456.0634,392.99,326.0766,367.7064,,,500.963,362.6902,,438.1119,
576,Kalindi College (W),B.A Program (Computer Applications + Geography),,,,,558.2867,546.1369,533.9871,558.2867,438.4841,371.6439,361.0488,358.4885,,533.9871,374.5515,313.898,,519.8078,
577,Kalindi College (W),B.A Program (Computer Applications + Mathematics),,,,,608.5212,615.7271,622.933,608.5212,432.4549,314.7578,,461.8049,,622.933,444.4674,383.238,,,
578,Kalindi College (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),,,,,701.0254,678.3545,655.6836,701.0254,491.6708,460.5246,281.6654,561.3846,,655.6836,,,,,
579,Kalindi College (W),B.A Program (Economics + Geography),,,,,615.7798,615.7798,,615.7798,490.7552,390.2497,479.1321,402.6918,,,571.7673,,,454.0509,
580,Kalindi College (W),B.A Program (Economics + History),,,,,619.2075,619.2075,,619.2075,447.1015,383.4894,279.2984,312.9867,,,,,,255.1166,
581,Kalindi College (W),B.A Program (Economics + Mathematics),,,,,661.4005,661.4005,,661.4005,424.4143,268.2925,,369.9611,,,,,,378.8983,
582,Kalindi College (W),B.A Program (Economics + Political Science),,,,,618.7585,618.7585,,618.7585,481.052,395.8386,383.6593,400.7295,,,,,,524.71,
583,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Geography),,,,,600.9551,600.9551,,600.9551,456.7844,340.0124,,410.4178,,,599.8167,,,517.7827,
584,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + History),,,,,600.8424,600.8424,,600.8424,404.5293,331.8211,,,,,,,,,
585,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),,,,,600.2673,607.1627,614.0582,600.2673,371.0998,236.34,,290.7418,,614.0582,368.5808,,,365.2481,
586,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),,,,,618.68,618.68,,618.68,468.5689,346.9094,279.2409,367.7149,,,,,,,
587,Kalindi College (W),B.A Program (Geography + History),,,,,688.5215,688.5215,,688.5215,577.8119,450.9818,535.8866,496.8871,,,,,,,
588,Kalindi College (W),B.A Program (Geography + Mathematics),,,,,570.3909,570.3909,,570.3909,420.4184,414.7845,200.7373,306.8082,,,,,,,
589,Kalindi College (W),B.A Program (Geography + Political Science),,,,,673.2499,673.2499,,673.2499,572.0872,456.4661,457.145,547.8541,,,,,404.1418,,
590,Kalindi College (W),B.A Program (History + Music),,,,,532.8263,532.8263,,532.8263,329.2983,267.651,,,,,315.4337,214.7331,,,
591,Kalindi College (W),B.A Program (History + Political Science),,,,,653.1066,653.1066,,653.1066,551.3566,444.5197,541.8879,431.3888,,,,,,347.5417,
592,Kalindi College (W),B.A Program (Music + Political Science),,,,,528.1841,528.1841,,528.1841,344.0546,291.4393,332.0243,366.1236,,,205.4517,,,230.0367,
593,Kalindi College (W),B.A Program (Sanskrit + Buddhist Studies),,,,,257.6286,309.2878,360.9469,257.6286,,,,,,360.9469,,,,,
594,Kalindi College (W),B.A Program (Sanskrit + History),,,,,144.8832,176.6587,208.4342,144.8832,,,,,,208.4342,,,,,
595,Kalindi College (W),B.A Program (Sanskrit + Music),,,,,467.6458,498.6701,529.6944,467.6458,,,,,,529.6944,,,,,
596,Kalindi College (W),B.A Program (Sanskrit + Political Science),,,,,257.254,349.3098,441.3657,257.254,,,,,,441.3657,,,,,
597,Kalindi College (W),B.A. (Hons.) Economics,,,,,670.791,669.9362,669.0814,670.791,385.92,271.9277,,401.1065,,669.0814,536.0869,187.8496,,442.6254,
598,Kalindi College (W),B.A. (Hons.) English,,,,,655.4886,674.6729,693.8572,655.4886,501.7663,451.8738,384.537,468.9876,,693.8572,662.6852,555.3053,245.6723,446.7193,
599,Kalindi College (W),B.A. (Hons.) Geography,,,,,669.7863,669.7863,,669.7863,581.4527,473.6978,499.172,465.8949,,,,,,,
600,Kalindi College (W),B.A. (Hons.) Hindi,,,,,225.0711,271.4922,317.9133,225.0711,208.3716,159.691,,,,317.9133,303.3326,117.1406,,,
601,Kalindi College (W),B.A. (Hons.) History,,,,,630.6273,630.6273,,630.6273,496.6273,444.504,361.5895,367.1027,,,724.8672,530.1812,,302.4873,
602,Kalindi College (W),B.A. (Hons.) Journalism,,,,,693.9491,680.2469,666.5447,693.9491,528.584,485.7008,434.8118,520.0913,,666.5447,567.0898,459.1278,247.2583,,
603,Kalindi College (W),B.A. (Hons.) Political Science,,,,,661.6306,667.9307,674.2307,661.6306,552.8287,470.2558,399.9568,436.3435,,674.2307,602.4774,,,441.0007,
604,Kalindi College (W),B.A. (Hons.) Sanskrit,,,,,217.5779,238.9714,260.3648,217.5779,136.3049,,,,,260.3648,,,,,
605,Kalindi College (W),B.Com,,,,,701.0997,707.935,714.7702,701.0997,526.8668,411.7619,249.9861,571.0085,372.5269,714.7702,,,,,
606,Kalindi College (W),B.Com (Hons.),,,,,767.1446,752.5248,737.905,767.1446,615.5013,516.9104,401.8414,633.9569,,737.905,,,,,
607,Kalindi College (W),B.Sc (Hons.) Botany,,,,,505.6317,490.8264,476.021,505.6317,438.3382,357.5762,319.2959,433.4539,218.6085,476.021,436.1282,,265.2277,,
608,Kalindi College (W),B.Sc (Hons.) Chemistry,,,,,339.3693,342.9424,346.5155,339.3693,268.254,170.8354,80.626,263.9638,,346.5155,258.3749,,,194.107,
609,Kalindi College (W),B.Sc (Hons.) Computer Science,,,,,592.8437,583.4769,574.11,592.8437,481.4264,400.3106,245.2913,515.7383,,574.11,473.0438,,,,
610,Kalindi College (W),B.Sc (Hons.) Mathematics,,,,,545.7564,545.7564,,545.7564,402.4823,296.148,,419.318,,,,,,430.5042,
611,Kalindi College (W),B.Sc (Hons.) Physics,,,,,326.691,364.2092,401.7275,326.691,251.2736,147.6708,89.1218,240.5239,,401.7275,173.9894,79.4004,,160.2835,
612,Kalindi College (W),B.Sc (Hons.) Zoology,,,,,529.098,513.3824,497.6668,529.098,467.3471,392.9414,343.8114,445.8782,,497.6668,,,,,
613,Kalindi College (W),B.Sc (Prog.) Life Science,,,,,488.2558,467.7511,447.2463,488.2558,413.0481,333.5849,270.6009,414.4795,,447.2463,412.7671,,221.8634,412.5077,
614,Kalindi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,287.2475,287.2475,,287.2475,204.7505,105.3853,,227.7037,,,174.5743,48.694,,104.8126,
615,Kamala Nehru College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",,,,,742.7934,742.7934,,742.7934,610.325,507.8172,421.3572,532.1171,,,,,,,
616,Kamala Nehru College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Psychology)",,,,,783.8856,783.8856,,783.8856,616.9815,582.5579,417.4526,596.7589,,,,,,,
617,Kamala Nehru College (W),B.A Program (Economics + Mathematics),,,,,744.9179,744.9179,,744.9179,556.9531,328.9926,,497.1723,,,,,,,
618,Kamala Nehru College (W),B.A Program (Economics + Sociology),,,,,747.5735,747.5735,,747.5735,598.7579,526.0734,586.5912,536.9122,,,,,,,
619,Kamala Nehru College (W),"B.A Program (English + Advertising, Sales Promotion and Sales Management (ASPSM))",,,,,704.7038,704.7038,,704.7038,559.9374,488.6113,404.7062,546.5976,,,,,,,
620,Kamala Nehru College (W),B.A Program (English + Psychology),,,,,798.079,798.079,,798.079,648.7224,624.6395,633.265,634.9464,,,,,,,
621,Kamala Nehru College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),,,,,690.4848,690.4848,,690.4848,567.7336,526.0332,,,,,,,,,
622,Kamala Nehru College (W),B.A Program (Geography + History),,,,,731.8199,731.8199,,731.8199,634.9212,548.7077,,631.9213,,,,,,,
623,Kamala Nehru College (W),B.A Program (Geography + Political Science),,,,,747.4969,747.4969,,747.4969,665.7626,560.9765,610.4216,636.5446,,,,,,,
624,Kamala Nehru College (W),B.A Program (Hindi + Entrepreneurship and Small Business (ESB)),,,,,582.5728,582.5728,,582.5728,422.0034,415.5739,411.8587,389.2685,,,440.7335,,,,
625,Kamala Nehru College (W),B.A Program (Hindi + Sanskrit),,,,,454.0313,454.0313,,454.0313,274.05,221.5549,,,,,,,,,
626,Kamala Nehru College (W),B.A Program (History + Physical Education),,,,,690.7361,690.7361,,690.7361,556.7833,458.9945,,529.9516,,,,,,,
627,Kamala Nehru College (W),B.A Program (History + Political Science),,,,,760.2238,760.2238,,760.2238,639.8492,575.7721,557.3588,685.739,,,,,,,
628,Kamala Nehru College (W),B.A Program (Human Resource Management (HRM) + English),,,,,743.754,743.754,,743.754,628.3644,494.8855,,,,,,,,,
629,Kamala Nehru College (W),B.A Program (Human Resource Management (HRM) + Physical Education),,,,,644.0078,666.9354,689.8631,644.0078,485.8077,416.6258,347.8999,476.7667,202.8029,689.8631,,,,,
630,Kamala Nehru College (W),B.A Program (Mathematics + Philosophy),,,,,632.2068,632.2068,,632.2068,364.3001,311.5765,,339.9292,,,,,,,
631,Kamala Nehru College (W),B.A Program (Philosophy + Sociology),,,,,691.2141,691.2141,,691.2141,553.9418,524.6426,446.6159,521.5493,,,,,,,
632,Kamala Nehru College (W),B.A Program (Psychology + Sociology),,,,,831.4544,831.4544,,831.4544,694.5681,623.0544,567.6105,606.7338,,,,,,,
633,Kamala Nehru College (W),B.A Program (Sanskrit + Physical Education),,,,,289.8423,289.8423,,289.8423,,,,,,,,,,,
634,Kamala Nehru College (W),B.A. (Hons.) Economics,,,,,761.9537,761.9537,,761.9537,507.8126,374.5621,,563.1501,,,,,,,
635,Kamala Nehru College (W),B.A. (Hons.) English,,,,,742.6776,742.6776,,742.6776,614.4547,546.0521,540.7259,626.9466,,,,,,,
636,Kamala Nehru College (W),B.A. (Hons.) Geography,,,,,754.108,754.108,,754.108,665.6786,566.6685,587.0589,652.3223,,,,,,,
637,Kamala Nehru College (W),B.A. (Hons.) Hindi,,,,,256.0316,314.6255,373.2194,256.0316,227.1658,165.4158,251.8683,,,373.2194,227.1658,,,,
638,Kamala Nehru College (W),B.A. (Hons.) History,,,,,745.8455,745.8455,,745.8455,646.1306,570.2342,574.1478,650.4732,,,,,,,
639,Kamala Nehru College (W),B.A. (Hons.) Journalism,,,,,754.3987,754.3987,,754.3987,604.5257,521.9989,504.0213,614.7838,,,,,,,346.3082
640,Kamala Nehru College (W),B.A. (Hons.) Philosophy,,,,,680.451,680.451,,680.451,480.3939,401.2525,336.2512,452.0901,,,,,,,
641,Kamala Nehru College (W),B.A. (Hons.) Political Science,,,,,767.2534,767.2534,,767.2534,694.7196,602.0208,593.1197,677.2557,,,,,,,
